Textbox67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E=Excused   L=Late (15 minutes or less)   T=Tardy   X=Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox99,Textbox200,Textbox104,Textbox106,Textbox116,Textbox117,Textbox118,Textbox119,Textbox120,Textbox121,Textbox122,Textbox123,StudentID,StudentName,Grade,Textbox10,Textbox15,Textbox107,Textbox108,Textbox110,Textbox111,Textbox112,Textbox113,Textbox114,Textbox115,Textbox127,Textbox128,Textbox129,Textbox130,Textbox132,Textbox133,Textbox134,Textbox135,Textbox47,Textbox49,Textbox50,Textbox51,Textbox52,Textbox54,Textbox55,Textbox56,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,cycldayc,Date,Period0,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,TotalAbsent,cntUnexcused,TotalTardy,AbsenceDay
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6690,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/9/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6691,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/12/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6692,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/13/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6693,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/14/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6694,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/15/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6695,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/16/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6696,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/19/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6697,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/20/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6698,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/21/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6699,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/22/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6700,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/23/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6701,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/28/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6702,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,3/30/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6703,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/10/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6704,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/11/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6705,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/12/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6706,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/13/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6707,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/16/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6708,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/17/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6709,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/18/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6710,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/19/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6711,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/20/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6712,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6713,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/24/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6714,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/25/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6715,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6716,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/27/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6717,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,4/30/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6718,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,5/1/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6719,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,5/2/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6720,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,5/3/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3834,"Booker, Aurora ",1,Aurora Booker,(801)123-6721,A / T,25/ 77,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,16,77,25,,,,,,,,,,,,,,,,,,5/4/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6722,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,Cycle Day  Totals,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6723,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,10/5/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6724,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,10/11/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6725,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,10/12/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6726,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,10/13/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6727,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,10/16/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6728,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,10/30/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6729,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,10/31/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6730,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,11/6/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6731,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,11/15/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6732,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,11/20/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6733,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,11/21/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6734,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,1/22/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6735,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,2/14/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6736,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,2/15/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6737,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,2/21/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6738,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,2/23/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6739,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,2/27/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3947,"Akhtar, Elis ",1,Elis Akhtar,(801)123-6740,A / T,16/ 2,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,16,0,2,16,,,,,,,,,,,,,,,,,,4/12/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6741,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,Cycle Day  Totals,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6742,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,9/12/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6743,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,9/14/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6744,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,9/27/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6745,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,9/28/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6746,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,9/29/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6747,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,10/5/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6748,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,10/9/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6749,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,10/10/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6750,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,10/13/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6751,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,10/16/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6752,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,10/17/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6753,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,11/1/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6754,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,11/3/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6755,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,11/7/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6756,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,12/6/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6757,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,1/10/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6758,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,1/18/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6759,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,1/30/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6760,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,1/31/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6761,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,2/1/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6762,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,2/20/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3824,"Ashton, Jannat ",1,Jannat Ashton,(801)123-6763,A / T,13/ 19,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,10,3,19,13,,,,,,,,,,,,,,,,,,2/21/2018,L,,,,,,,,,,,0,0,1,0
